profile_uuid,bank_uuid,name,bic,url,adapter_id,bank_code,idp_url,aspsp_sca_approaches,protocol_type,is_sandbox
01d20906-e858-46ef-a967-d95dfaf10d3c,2611d379-26c6-4824-a132-5f9899978ebe,Commerzbank,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,41040018,https://psd2.api.commerzbank.com/berlingroup,,XS2A,false
cdcb097c-9a06-473b-9249-18b029bcd0d2,8cebb10c-6a1d-48e7-9470-f3561d5cef0d,ZTB der Commerzbank,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,41041000,https://psd2.api.commerzbank.com/berlingroup,,XS2A,false
e795acde-070f-4d8d-9b58-0a023a61a3e7,8092234b-6591-4e3c-bed6-dab4fb5a409f,Commerzbank,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,41240048,https://psd2.api.commerzbank.com/berlingroup,,XS2A,false
e451c9e4-23bd-407e-8e45-be279ead652a,1da79d50-a4de-4d49-b772-b45ebbce33dc,Santander Consumer Bank,AKBCDE31XXX,https://api-cc.santander.de/scb-openapis/client,santander-adapter,37020600,,,XS2A,false
f97d99c7-acb3-402c-b37c-0c47978537d0,636ec809-db7b-47ac-acc8-cb63764ced42,Santander Consumer Bank,BSCHDEFFXXX,https://api-cc.santander.de/scb-openapis/client,santander-adapter,50320500,,,XS2A,false
8af64170-cfd2-4059-a0c6-76302b64a30c,52149d91-923f-4582-8a22-ecd899bb2a2a,Santander Consumer Bank,SCFBDE33XXX,https://api-cc.santander.de/scb-openapis/client,santander-adapter,10033300,,,XS2A,false
245130e8-009f-4c4d-b6f4-5f9e095e707d,6c78201a-5f53-46e6-b46e-8a92607a717b,Santander Consumer Bank,SCFBDE33XXX,https://api-cc.santander.de/scb-openapis/client,santander-adapter,20133300,,,XS2A,false
95cadecb-9a0f-44d8-8a65-cf7e6891ea18,db18acee-acfa-4a46-92ee-0f625dbc76a9,Santander Consumer Bank,SCFBDE33XXX,https://api-cc.santander.de/scb-openapis/client,santander-adapter,25020600,,,XS2A,false
ca18cc3a-d242-4acf-8043-61d8b57fb615,afd7605a-0834-4f84-9a86-cfe468b3f336,Santander Consumer Bank,SCFBDE33XXX,https://api-cc.santander.de/scb-openapis/client,santander-adapter,31010833,,,XS2A,false
27306e47-dff5-4b3d-8fcd-59b5974ba6e4,12b41404-55f0-48c8-b76f-6a2c9aa80026,Santander Consumer Bank,SCFBDE33XXX,https://api-cc.santander.de/scb-openapis/client,santander-adapter,36033300,,,XS2A,false
9ee2bc2f-6bd8-4a5c-98f7-96db1bb4ebf6,80d8c1e1-ae11-4900-9d06-ce5f79898050,Santander Consumer Bank,SCFBDE33XXX,https://api-cc.santander.de/scb-openapis/client,santander-adapter,50033300,,,XS2A,false
d9a51190-46e1-41ce-966b-6a43fdc74f8e,3e3b2c1b-7fbf-4a7b-b5ed-c1304f9dc1e9,Santander Consumer Bank,SCFBDE33XXX,https://api-cc.santander.de/scb-openapis/client,santander-adapter,55033300,,,XS2A,false
b3c8c3fe-c33a-4e6a-bbb1-1764ae133013,48b27c40-8830-4950-b124-bc6d20301e4a,Santander Consumer Bank,SCFBDE33XXX,https://api-cc.santander.de/scb-openapis/client,santander-adapter,60133300,,,XS2A,false
f2b964a3-d0d6-451a-8f1f-1e9449cd2669,dbd9c67c-ec6a-4933-9910-1aee31be5131,Santander Consumer Bank,SCFBDE33XXX,https://api-cc.santander.de/scb-openapis/client,santander-adapter,70133300,,,XS2A,false
aec16897-9e6d-44db-96c6-bc12b2f26165,cb027e58-342e-43d4-9df4-1ac04a9eb9de,Santander Consumer Bank,SCFBDE33XXX,https://api-cc.santander.de/scb-openapis/client,santander-adapter,86033300,,,XS2A,false
