id,bank_uuid,protocol_action,protocol_bean_name,consent_supported
10209,b8a8c9bd-5751-4db6-879f-9654fa657552,GET_PAYMENT_STATUS,xs2aGetPaymentStatusState,true
10210,5ecb00e2-95a5-4e66-9fb0-041d1e57a025,LIST_ACCOUNTS,hbciListAccounts,false
10211,5ecb00e2-95a5-4e66-9fb0-041d1e57a025,LIST_TRANSACTIONS,hbciListTransactions,false
10212,5ecb00e2-95a5-4e66-9fb0-041d1e57a025,AUTHORIZATION,,false
10213,5ecb00e2-95a5-4e66-9fb0-041d1e57a025,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
10214,5ecb00e2-95a5-4e66-9fb0-041d1e57a025,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
10215,5ecb00e2-95a5-4e66-9fb0-041d1e57a025,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
10216,b5505b90-078d-48e5-9298-5ed46a40bca0,LIST_ACCOUNTS,xs2aListAccounts,true
10217,b5505b90-078d-48e5-9298-5ed46a40bca0,LIST_TRANSACTIONS,xs2aListTransactions,true
10218,b5505b90-078d-48e5-9298-5ed46a40bca0,AUTHORIZATION,,true
10219,b5505b90-078d-48e5-9298-5ed46a40bca0,SINGLE_PAYMENT,xs2aInitiateSinglePayment,true
10220,b5505b90-078d-48e5-9298-5ed46a40bca0,GET_PAYMENT_INFORMATION,xs2aGetPaymentInfoState,true
10221,b5505b90-078d-48e5-9298-5ed46a40bca0,GET_PAYMENT_STATUS,xs2aGetPaymentStatusState,true
10222,7277947a-5067-44a1-adfa-d026a856b791,LIST_ACCOUNTS,hbciListAccounts,false
10223,7277947a-5067-44a1-adfa-d026a856b791,LIST_TRANSACTIONS,hbciListTransactions,false
10224,7277947a-5067-44a1-adfa-d026a856b791,AUTHORIZATION,,false
10225,7277947a-5067-44a1-adfa-d026a856b791,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
