uuid,name,bic,url,adapter_id,bank_code,idp_url,aspsp_sca_approaches
8766c69b-3ad9-423f-99bf-bf262f1300fa,Commerzbank vormals Dresdner Bank,DRESDEFF530,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,53080030,https://psd2.api.commerzbank.com/berlingroup,
6a020003-2c9c-488f-9b1d-055856f26bf6,Commerzbank,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,53240048,https://psd2.api.commerzbank.com/berlingroup,
e7d3172a-2560-4932-8a02-1c8acbab5d5b,Commerzbank vormals Dresdner Bank,DRESDEFF532,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,53280081,https://psd2.api.commerzbank.com/berlingroup,
a9c37e33-8bff-4464-b444-e67203c43a2b,Commerzbank,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,53340024,https://psd2.api.commerzbank.com/berlingroup,
7d4cff0d-7ce3-41b4-8fa0-4bff77c01606,Commerzbank vormals Dresdner Bank,DRESDEFF533,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,53380042,https://psd2.api.commerzbank.com/berlingroup,
be75d69a-897c-4685-b80e-c555e774c8d5,Commerzbank vormals Dresdner Bank,DRESDEFF568,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,53381843,https://psd2.api.commerzbank.com/berlingroup,
fccf80c3-429e-487f-a8ac-3bd0768ce39b,Commerzbank,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,54040042,https://psd2.api.commerzbank.com/berlingroup,
1a230a06-337a-4757-9d73-6fbbdf36b061,Commerzbank vormals Dresdner Bank,DRESDEFF540,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,54080021,https://psd2.api.commerzbank.com/berlingroup,
06719b09-b230-41fb-98c7-1f6223cc2b7c,Commerzbank,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,54240032,https://psd2.api.commerzbank.com/berlingroup,
51e87415-7094-4ea7-8bab-9f6e68fc9d49,Commerzbank vormals Dresdner Bank,DRESDEFF542,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,54280023,https://psd2.api.commerzbank.com/berlingroup,
675d7d02-2f85-42d6-97fb-8a6ae167ff9a,Commerzbank,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,54540033,https://psd2.api.commerzbank.com/berlingroup,
4aa08cd4-8532-4432-921d-fbe028b9c4e5,UniCredit Bank - HypoVereinsbank,HYVEDEMM236,https://api.unicredit.de/hydrogen,unicredit-adapter,72021271,,
b84e4050-7a25-4d21-95e4-1bd76e0b51fe,Commerzbank vormals Dresdner Bank,DRESDEFF545,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,54580020,https://psd2.api.commerzbank.com/berlingroup,
61cf85bc-2343-486e-9b1d-d7ac32bfe377,Commerzbank vormals Dresdner Bank,DRESDEFF546,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,54680022,https://psd2.api.commerzbank.com/berlingroup,
36d372e1-d615-4c24-80b1-b840ec115e81,Commerzbank,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,55040022,https://psd2.api.commerzbank.com/berlingroup,
7115a645-593d-4e52-9471-b5779e602171,Commerzbank CC,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,55040060,https://psd2.api.commerzbank.com/berlingroup,
0911a833-335e-419a-a77f-7b79c709dbef,Commerzbank CC,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,55040061,https://psd2.api.commerzbank.com/berlingroup,
40721ed5-b75a-4db0-96ff-0bdc5ba13327,Commerzbank TF MZ 1,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,55080044,https://psd2.api.commerzbank.com/berlingroup,
